,id,title,authors,words,rating,category,fandoms,warnings,relationships,characters,additional_tags,summary,language,chapters,comments,kudos,bookmarks,hits,last_visited,last_updated,published
30,2685485,After Hours,['OhCaptainMyCaptain'],310592,Explicit,['M/M'],"['Captain America (Movies)', 'The Avengers (Marvel Movies)']",['Underage'],"['James ""Bucky"" Barnes/Steve Rogers']","['James ""Bucky"" Barnes', 'Steve Rogers', 'Tony Stark', 'Sam Wilson (Marvel)', 'Clint Barton', 'Logan (X-Men)', 'Sharon Carter (Marvel)', 'Peggy Carter', 'Sarah Rogers', 'Maria Hill', 'Peter Parker', 'Peter Quill', 'Kitty Pryde', 'Winifred Barnes', 'George Barnes', 'Rebecca Barnes Proctor', 'Ben Grimm', 'Alexander Pierce', 'Brock Rumlow', 'Jack Rollins', 'Stephen Strange', 'Jessica Drew']","['Alternate Universe - Modern Setting', 'Alternate Universe - High School', 'Post-Serum Steve Rogers', 'Teacher-Student Relationship', 'student!bucky', 'Teacher!Steve', 'Age Difference', 'Bucky is 17', 'Sexual Tension', 'Resolved Sexual Tension', 'Seduction', 'Bucky is a persuasive little shit', 'He knows what he wants', 'Awkwardness', ""Steve's First Time With Another Guy"", 'Dirty Dancing', 'Forbidden Love', 'Anal Fingering', 'Blow Jobs', 'Face-Fucking', 'Come Swallowing', 'Hickeys', 'Anal Sex', 'Dirty Talk', 'guilty!Steve', 'Consensual Underage Sex', 'Bottom Bucky Barnes', 'Power-bottom!Bucky', 'Top Steve Rogers', 'Rimming', 'Authority!kink', 'Inexperienced!Steve', 'Experienced!Bucky', 'Spanking', 'Light Punishment Play', 'Bucky just has a HUGE thing for Authority!kink and being submissive', 'Praise Kink', 'Aftercare', 'Jealous!Steve', 'Topspace', 'Reference to Bucky/Clint', 'Explicit Sexual Discussion of Bucky/Clint', 'Fluff and Angst', 'Comfort', 'Dom Steve Rogers', 'Sub Bucky Barnes', 'Bottom Steve Rogers', 'Top Bucky Barnes', 'Kink Negotiation', 'Topping from the Bottom', 'First Time Bottoming', 'Dom/sub Undertones', 'Dom/sub Relationship But Without Those Exact Titles', 'They Discuss It Though', 'Underage Drinking', 'Inappropriate Drunk Behavior', 'Drunken Confessions', 'First Time Making Love', 'Sarah Rogers Feels', 'Canonical Character Death (Sarah Rogers - Through Reference)', 'Tiny Reference to Homophobic Violence in Ch. 5', 'Beard Burn', 'Bearded Steve Rogers', 'Orgasm Delay/Denial', 'Begging', 'S&M Shop', 'Collars', 'Multiple Orgasms', 'Light Bondage', 'Restraints', 'Phone Sex', 'WARNING FOR NSFW GIFS AT THE END OF EVERY CHAPTER', 'Double Anal Penetration', 'Blindfolds', 'Subspace', 'Anxiety Attacks', 'Vibrators', 'Spitroasting']","<p>Steve wishes Bucky wouldn’t look at him the way he does – a deliberate gaze, subtly digging his top teeth into that pouty bottom lip; following his every move like a lion watches a gazelle. It’s been going on for months, perhaps longer... Steve talks, and Bucky listens. Well, that’s the point – Bucky’s supposed to be listening. Steve’s just doing his job, after all… No harm in that.</p><p>The problem is that it’s no innocent gesture, the way Bucky will have the top of his pen tracing the outline of his mouth... It’s also not innocent at all when Steve turns to look out at the sea of heads while he’s speaking and catches the quickest glimpse of the brunet sneaking a peek at his ass. And Bucky doesn’t even pretend to be bashful about it. He just meets Steve’s eyes and smirks – just the tiniest hint of a thing.</p><p>Even bigger a problem than all that is how absolutely wrong it is. There are a million and one reasons why Bucky’s behavior is inappropriate, and why the way it makes <em>Steve</em> feel is even more inappropriate.</p><p>For starters, Steve is Bucky’s teacher.</p><p>Secondly, he’s only seventeen.</p>",English,?,1067,5702,1850,397083,2020-07-08,,
31,1319809,"The Electric Fizzing Prick Pistols, or Whatever",['whitmans_kiss'],3816,Teen And Up Audiences,['M/M'],['Harry Potter - J. K. Rowling'],['No Archive Warnings Apply'],"['Sirius Black/Remus Lupin', 'James/Lily', 'James Potter/Lily Evans Potter']","['Remus Lupin', 'Sirius Black', 'James Potter', 'Lily Evans Potter', 'Peter Pettigrew']","['Magical Realism', 'Soulmates', 'Soulmate-Identifying Marks', 'Alternate Universe - Soulmates', 'Hogwarts Era', 'Hogwarts Fifth Year', 'Hogwarts Seventh Year', 'MWPP Era', 'Community: rs_games', 'Explicit Language', 'Humor', 'Fluff and Humor']","<p>Everyone is born with Words on their arm that connect them to their Soulmate. James finds his, Sirius had everything figured out back in First Year, Peter doesn’t talk to girls anyway, and Remus thinks he’d very much just like to put his earmuffs back on and disappear.</p><p>(Written August, 2013.)</p>",English,?,376,17785,2059,165868,2020-07-08,,
32,8614135,Sooner or Later You're Gonna be Mine,['Staringback'],226117,Not Rated,['F/M'],['Undertale (Video Game)'],"['Graphic Depictions Of Violence', 'Rape/Non-Con']","['Frisk/Sans', 'More to be added when it happens', 'Asgore Dreemurr & Toriel']","['Frisk', 'Sans', 'Papyrus', 'Grillby', 'Nice Cream Vendor (Undertale)', 'Burgerpants (Undertale)', 'W. D. Gaster', 'Snowdin Residents (Undertale)', 'Mettaton', 'Asgore Dreemurr', 'Toriel', 'Undyne', 'Alphys']","['Alternate Universe - Underfell', 'Alternate Universe - Mobtale', '1920s', 'Frisk is a Sweetheart', 'Dark Sans', 'Possessive Sans', 'Abuse of Authority', 'Forced Prostitution', 'Date Rape', 'Poor Frisk', 'Adult Frisk', 'Monsters live on the Surface', 'Bara Sans', 'mafiafell', 'Emotional Manipulation', 'Pedophilia', 'Sexual Abuse']","<p>Frisk sang for a living.  She sang in clubs that were populated by mobsters, murderers and the most violent criminals her city had to offer.  She honestly thought things couldn't get any worse until corruption in the form of a grinning skeleton came strolling into her life.  His name:  Sans.  </p>
<p>She tried to run, but no matter where she went he was always waiting for her.</p>
<p> </p>
<p>Chapter 34 finally up!</p>",English,?,8416,17759,1744,432616,2020-07-08,,
33,11592432,5 Times Peter Made Tony Laugh Out Loud,['grilledcheesing'],16353,Teen And Up Audiences,['No category'],"['Spider-Man: Homecoming (2017)', 'Spider-Man - All Media Types']",['Choose Not To Use Archive Warnings'],['Peter Parker & Tony Stark'],"['Peter Parker', 'Tony Stark']","[""why can't I stop writing about these two doofuses"", ""humor with some angst cuz i'm a monster"", ""some other avengers and characters are here but i'm hesitant to flood their tags"", '5 times + 1 other time is clearly my deepest weakness', ""don't look me in the eye""]","<p>... and one time he did not. </p><p>Post Spider-Man: Homecoming — Tony is just trying his damn hardest to keep this reckless kid from Queens safe, but it's hard when Peter is, occasionally, ridiculous as all hell.</p>",English,?,1058,17766,3981,183923,2020-07-08,,
34,11575098,Have I Changed?,['katling'],141514,Teen And Up Audiences,['M/M'],"['Iron Man (Movies)', 'Marvel Cinematic Universe', 'Marvel', 'The Avengers (Marvel Movies)', 'Captain America (Movies)', 'Doctor Strange (2016)']",['Major Character Death'],"['James ""Rhodey"" Rhodes & Tony Stark', 'Tony Stark/Stephen Strange']","['James ""Rhodey"" Rhodes', 'Tony Stark', 'Vision (Marvel)', 'Stephen Strange', 'Hope Van Dyne', ""T'Challa (Marvel)"", 'Friday (Marvel)', 'Scott Lang', 'Clint Barton', 'Wanda Maximoff', 'Sam Wilson (Marvel)', 'Steve Rogers', 'Natasha Romanov (Marvel)', 'Betty Ross', 'Bruce Banner', 'Jarvis (Iron Man movies)', 'James ""Bucky"" Barnes', 'Wong (Marvel)']","['Civil War Team Iron Man', 'Not Steve Friendly', 'Not Wanda Friendly', 'not team Cap friendly', 'The Avengers were Not a Family', 'off hand comments that make Tony think', 'Swearing', 'mostly from Rhodey', ""he's getting a few things off his chest"", 'Rhodes is a good bro', 'Cynicism', 'Politics', 'International Diplomacy', 'Cloak of Levitation (Marvel)', 'unreliable narrators', 'had to change the tags', ""but don't worry"", 'Tony lives', 'So does Steve', 'he gets to face consequences', 'mostly Thor: Ragnarok compliant']","<p>
<i>I liked you more before you met the Avengers.</i>
</p><p> </p><p> </p><p> </p><p>It's an offhand comment that Tony wasn't sure he was actually meant to hear. But he did and he doesn't know what it means. Lucky for him, Rhodey's got an answer for him.</p>",English,?,2894,12141,3821,357535,2020-07-08,,
35,25075996,Harry Potter and the Philosophers Stone Rewritten,['Dxrkdelights'],21148,General Audiences,"['F/F', 'F/M', 'M/M']",['Harry Potter - J. K. Rowling'],['Choose Not To Use Archive Warnings'],"['Draco Malfoy/Harry Potter', 'Sirius Black/Remus Lupin']","['Hermione Granger', 'Harry Potter', 'Ron Weasley', 'Seamus Finnigan', 'Dean Thomas', 'Neville Longbottom', 'Draco Malfoy', 'Pansy Parkinson', 'Blaise Zabini', 'Rubeus Hagrid', 'Severus Snape', 'Minerva McGonagall', 'Albus Dumbledore', 'Lavender Brown', 'Luna Lovegood']","[""Book 1: Harry Potter and the Philosopher's Stone""]","<p>Hello. I'm re-writing the whole Harry Potter Books to be more inclusive because J K Rowling is a punk ass bitch who did the characters dirty. The Endgame Pairings are going to be the pairing tags, but if you have any more suggestions please do let me know.<br/>SO FAR:<br/>-Hermione is black<br/>-Harry is dark-skinned (not sure what ethnicity yet)<br/>-Parvati and Padma Patil's names are being changed to be more appropriate(Please Suggest!)<br/>-Deamus appreciation<br/>-Cho Chang name change because wtf Rowling(please suggest!)<br/>-Bi Disaster Harry<br/>-Snape does NOT get a redemption.<br/>- I'm thinking of changing some of the deaths so please let me know who i should kill/keep alive.</p><p> </p><p>‼️I am not the only one doing this!! There are others doing this too but we all have different ideas and ships! Please check the others out‼️</p>",English,?,15,28,5,455,2020-07-08,,
36,25156618,"Like father, like son",['Porcelainduck'],1562,Mature,['M/M'],['Harry Potter - J. K. Rowling'],['Choose Not To Use Archive Warnings'],"['Scorpius Malfoy/Albus Severus Potter', 'Draco Malfoy/Harry Potter']","['Draco Malfoy', 'Harry Potter', 'Albus Severus Potter', 'Scorpius Malfoy']",[],"<p>Maybe lying to your parents isn't the best idea... Especially when it turns out they had been lying to you too. Albus and Scorpius may well be together, but little do they know that their divorced fathers are as well.</p>",English,?,2,42,1,484,2020-07-08,,
37,6614155,Full circle,['tetsurashian'],67460,Not Rated,['M/M'],['Harry Potter - J. K. Rowling'],['Choose Not To Use Archive Warnings'],"['Harry Potter/Tom Riddle | Voldemort', 'Harry Potter/Tom Riddle']","['Harry Potter', 'Tom Riddle | Voldemort']","['Alternate Universe', 'A different kind of soulmate', 'Master of Death Harry Potter', 'Reincarnation', 'Humor', 'Crack Treated Seriously', 'Background Relationships']","<p>(aka 'how to survive endless rebirth with your so-called soulmate')</p><p>Harry and Tom’s souls are tied together. Which is why they’re in this endless loop of rebirth. </p><p>At some point, they stopped caring and just started fucking with people.</p><p>(cracky humor with a hint of seriousness and plot, my specialty)</p>",English,?,4117,19943,6101,267246,2020-07-08,,
38,19226332,A Momentary Slip,['avocadowithpep'],632,General Audiences,['Gen'],['僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],['No Archive Warnings Apply'],[],['Tokoyami Fumikage'],"['Drabble', 'Introspection', 'Character Study', 'Angst']",<p>Short Tokoyami POV from the night the League of Villains attacked the UA Summer Training Camp.</p>,English,?,0,12,1,73,2020-07-08,,
39,19153375,A Home at the Beginning of the World,['stereobone'],5867,Explicit,['M/M'],"['Good Omens (TV)', 'Good Omens - Neil Gaiman & Terry Pratchett']",['No Archive Warnings Apply'],['Aziraphale/Crowley (Good Omens)'],[],[],"<p>""Oh,"" Aziraphale says. ""I think Crowley might have moved in with me.""</p>",English,?,616,18922,3910,127217,2020-07-08,,
40,1227880,All Our Secrets Laid Bare,['firethesound'],149549,Explicit,['M/M'],['Harry Potter - J. K. Rowling'],['Choose Not To Use Archive Warnings'],"['Draco Malfoy/Harry Potter', 'Hermione Granger/Ron Weasley', 'Harry Potter/Original Male Character(s)']","['Draco Malfoy', 'Harry Potter', 'Ron Weasley', 'Hermione Granger', 'Original Male Character(s)', 'Original Female Character(s)', 'Lucius Malfoy', 'Narcissa Black Malfoy', 'Kingsley Shacklebolt']","['Auror Partners', 'Sexual Content', 'Wandless Magic', 'Mystery', 'Investigations', 'Magical Tattoos', 'Getting Together', 'Trapped', 'Secrets', 'Secret Relationship', 'Shower Sex', 'First Time', 'Loss of Virginity', 'Blow Jobs', 'Office Sex', 'Duelling', 'Falling In Love', 'Hats', 'Glasses', 'Curry', 'Tea', 'Bars and Pubs', 'Hoodies']","<p>Over the six years Draco Malfoy has been an Auror, four of his partners have turned up dead. Harry Potter is assigned as his newest partner to investigate just what is going on.</p>",English,?,2550,21747,6914,422273,2020-07-08,,
41,25057693,Ten Thousand Volts,['Deku_Your_Local_Quirk_Provider'],633,Teen And Up Audiences,['Other'],['僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],['Choose Not To Use Archive Warnings'],[],['Kaminari Denki'],"['Villain Kaminari Denki', 'Villains', 'Heroes to Villains', 'League of Villains as Family (My Hero Academia)']",<p>Denki was sick and tired of how his “friends” treated him when he short circuited. In this fic Denki frying his brain hurts a lot and that’s what I based it on. It’s a one shot but I may add more chaps if people like it.</p>,English,?,3,18,2,144,2020-07-08,,
42,12006417,survival is a talent,['ShanaStoryteller'],353015,Teen And Up Audiences,"['Gen', 'M/M']",['Harry Potter - J. K. Rowling'],['Choose Not To Use Archive Warnings'],['Draco Malfoy/Harry Potter'],"['Harry Potter', 'Draco Malfoy', 'Ron Weasley', 'Hermione Granger', 'Blaise Zabini', 'Millicent Bulstrode', 'Lucius Malfoy', 'Narcissa Black Malfoy', 'Ginny Weasley', 'Remus Lupin', 'Sirius Black']","['Soulmate AU', 'Indian Harry Potter', 'Black Hermione Granger', ""canon? i don't know her"", 'Slow Build', 'Lucius Malfoy is a bad person but a good father', 'Parselmouth Harry Potter', 'Smart Draco Malfoy', ""I'm offended that's a tag OF COURSE he's smart"", 'sometimes bad things happen', ""but this fic isn't out to hurt you"", 'Secret Relationship', 'Slytherins and Gryffindors being reluctant friends', 'Plotty', 'suprising lack of focus on soulmates for a soulmate au']","<p>In the middle of their second year, Draco and Harry discover they're soulmates and do their best to keep it a secret from everyone. </p><p>Their best isn't perfect. </p><p>~</p><p>“Are you trying to get killed, Potter?” Malfoy drawls, stalking forward. Quick as a serpent himself, he reaches out and grabs the snake just below the head. It thrashes in his grip, but is no longer able to bite anyone. “This is a poisonous snake, and I doubt anyone brought a bezoar with them.” </p><p>Harry glares. He opens his mouth, and feels the beginning the snake’s language pass his lips, and this isn’t what he wants, what’s the point of insulting Malfoy if he can’t understand him – </p><p>Malfoy’s eyes widen. He slaps his hand over Harry’s mouth, “Potter, what the hell–”</p><p>~</p><p>(Now with a <a href=""http://tvtropes.org/pmwiki/pmwiki.php/Fanfic/SurvivalIsATalent"" rel=""nofollow"">TV Tropes page</a>!)</p>",English,?,7453,23445,7574,468572,2020-07-08,,
43,14400372,A Study in Love,['bumbleholmes'],2758,General Audiences,['M/M'],"['Sherlock Holmes & Related Fandoms', 'Sherlock Holmes - Arthur Conan Doyle']",['No Archive Warnings Apply'],"['Sherlock Holmes/John Watson', 'Sherlock Holmes & John Watson']","['Sherlock Holmes', 'John Watson', ""John Watson's Unnamed Wife""]","['Research', 'Fanwork Research & Reference Guides', 'History', 'Research Paper', 'Queer History', 'Queer Themes', 'Canon Queer Character', 'Arthur Conan Doyle Canon References', '(its all acd)', 'Nonfiction', '(abt fiction)', 'Oscar Wilde References', 'Oscar Wilde - Freeform', 'LGBTQ Themes', 'LGBTQ Character', 'External Source']","<p>A couple months ago, I was asked to write a research paper for one of my final grades in my last English course of public school. We were asked to choose a Victorian-era English novel; my teacher gave us a list, but naturally, I asked specifically for something else.</p>
<p>As the tags say, 'A Study in Love' delves deep into the original homo-romantic subtext, queer history references and ties, and true love demonstrated within ACD's classic tales. This is their story.</p>",English,?,5,36,5,405,2020-07-08,,
44,11341611,Selfless,['Castiell'],59692,Not Rated,['No category'],['Be More Chill - Iconis/Tracz'],['Choose Not To Use Archive Warnings'],"['Jeremy Heere/Michael Mell', 'Jeremy Heere & Michael Mell', 'Jake Dillinger & Rich Goranski', 'Jake Dillinger/Rich Goranski', 'Jake Dillinger & Michael Mell', 'Jake Dillinger/Michael Mell', 'Jake Dillinger/Michael Mell (fake relationship)', 'Christine Canigula & Jeremy Heere', 'Prep Game']","['Jeremy Heere', 'Rich Goranski', 'Christine Canigula', 'Jake Dillinger', 'Michael Mell', 'Chloe Valentine', 'Brooke Lohst']","['Fake Relationship', 'Gay', 'gay angst', 'Fake Dating', 'Loneliness', 'Jealousy', 'Pining', 'More tags to be added', 'please read i crave validation', 'Fluff', 'Tooth Rotting Fluff', 'hopefully', 'this might be', 'slightly slowburn', 'forgive me for i am truly trying', 'Obliviousness', ""Guess who's still bad at tags"", 'its me', 'E m o t i o n', 'K thats all i got', 'One-sided pining', 'One-Sided Attraction']","<p>“What I’m wondering is...How can you know? How can you know you’re into guys if you’ve never been with one?” </p><p>His dad’s face wasn’t mean spirited, he wasn’t trying to mock Jake’s words and yet Jake was completely thrown off guard. Panic tightened his throat as he struggled to find a way to articulate an answer. A voice that sounded very similar to Angelina Jolie hissed, What if he’s right? What if you’re just making things up again for attention? The words echoed the same ones he had overheard the doctor say to his parents after they conducted a mental exam and everything had turned out to be fine.<br/>No, no. The Squip had been real and he wasn’t lying about his sexuality. So how could he convince his dad, who was expectantly waiting for an answer Jake didn’t have? </p><p>Jake’s usual smooth words and manner were infuriatingly absent. “It’s not a-a test trial. I do know I’m in-into guys because-because-”<br/>“Because what, Jake?”<br/>“Because I’m in a relationship with one!” He blurted out, much to the surprise of both himself and his dad. </p><p>...</p><p>“His name is uh-” Jake’s gaze darted around frantically, landing on a sole figure standing off to the side “-Michael! His name is Michael Mell.”</p>",English,?,875,1665,230,15728,2020-07-08,,
45,11559480,We'll Fall Together,['DeadlyMidnightshade'],68357,Explicit,"['M/M', 'F/F', 'F/M']","['Dear Evan Hansen - Pasek & Paul/Levenson', 'Be More Chill - Iconis/Tracz']",['Choose Not To Use Archive Warnings'],"['Evan Hansen/Connor Murphy', 'Alana Beck/Zoe Murphy', 'Jeremy Heere/Michael Mell', ""Heidi Hansen/Jeremy's Dad (Be More Chill)""]","['Evan Hansen', 'Connor Murphy (Dear Evan Hansen)', 'Zoe Murphy', 'Cynthia Murphy', 'Larry Murphy', 'Heidi Hansen', 'Jared Kleinman', 'Alana Beck', 'Michael Mell', 'Jeremy Heere', ""Jeremy's Dad (Be More Chill)""]","['Friends to Lovers', 'Tree Bros', 'Light Angst', 'this fandom has enough angst', 'Fluff', 'Larry is still a dick', 'Heidi is a good mom', 'Jared is a jerk', 'He gets better', 'Zoe is a jerk', 'she gets better', 'smut in later chapters', 'Implied/Referenced Self-Harm', 'Past Suicide Attempts', 'Drug Use', ""It's weed"", 'Alternate Universe - Everyone Lives/Nobody Dies', ""I can't write slow burn for shit"", 'Blow Jobs', 'Hand Jobs', 'Past Relationship(s)', 'Past Sexual Abuse', 'Protective Evan', 'Protective Connor', 'Past Child Abuse', 'Smut', 'Praise Kink', 'Hair-pulling', 'Biting', 'Switching', ""Evan's a Slytherin"", 'fight me', 'Jeremy and Michael come in later', ""Jeremy's dad's name is Joseph in this"", 'This is going Step bros', 'Fanart']","<p>If there was anything Evan expected out of this school year, it wasn't to befriend Connor Murphy. If there was another thing he didn't expect, it was for them to end up dating.</p>",English,?,350,1718,213,31400,2020-07-08,,
46,16300139,The Silent Game,['90eyes'],633,Teen And Up Audiences,['Gen'],['僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],['Choose Not To Use Archive Warnings'],[],"['Bakugou Katsuki', 'Kodai Yui']","['Bakugou Katsuki Swears A Lot', 'Rare Pairings']","<p>In which Bakugou meets someone from 1B, who would rather stay in the background.</p>",English,?,1,12,3,415,2020-07-08,,
47,1609838,All The Leaves Are Brown (And the sky is gray),['AvocadoLove'],17424,Teen And Up Audiences,"['Gen', 'M/M']","['Captain America (Movies)', 'The Avengers (Marvel Movies)', 'The Avengers (Marvel) - All Media Types', 'Iron Man (Movies)', 'Iron Man - All Media Types']",['Graphic Depictions Of Violence'],"['James ""Bucky"" Barnes & Tony Stark', 'James ""Bucky"" Barnes/Steve Rogers', 'Pepper Potts/Tony Stark']","['James ""Bucky"" Barnes', 'Tony Stark', 'Steve Rogers', 'Howard Stark', 'Pepper Potts']","['Kid Fic', 'Kidnapping', 'Parent Bucky Barnes', ""Howard Stark's Bad Parenting"", 'Alternate Universe - Canon Divergence', 'Kid Tony Stark', 'Kid Tony']","<p>The Winter Soldier's mission is nearly complete. Howard and Maria Stark are dead, leaving him to dispatch their four-year-old child. One quick twist of the neck is all it will take, but the Soldier finds he cannot do it.</p><p>So instead of killing Tony Stark, the Winter Soldier takes him away to raise as his own.</p>",English,?,1071,17848,5669,233301,2020-07-08,,
48,19055863,i'd like for you and i to go romancing,['dollsome'],6748,Teen And Up Audiences,['M/M'],['Good Omens (TV)'],['No Archive Warnings Apply'],['Aziraphale/Crowley (Good Omens)'],[],[],"<p>In which people keep mistaking Crowley and Aziraphale for a couple, and Aziraphale starts to wonder if there might be something to it.</p>",English,?,2499,21625,4309,138936,2020-07-08,,
49,411599,The Twice-Told Tale,['arysteia'],15789,Explicit,['M/M'],"['The Avengers (2012)', 'Iron Man (Movies)', 'Captain America (Movies)']",['No Archive Warnings Apply'],['Steve Rogers/Tony Stark'],"['Steve Rogers', 'Tony Stark', 'Howard Stark']",[],"<p>For someone he'd hero-worshipped for so long, Steve Rogers in the flesh is a pretty big disappointment.  For one thing, he keeps looking at Tony as though he reminds him of someone else, and even if he never says anything, Tony's pretty sure it's his father.  A lifetime of not measuring up to Howard's expectations is more than enough, thank you very much, and he's certainly not going to make an effort to live up to any of Steve's.  Steve's pretty clearly failed to live up to <i>his</i> expectations, in any case, and that's not hypocritical at <i>all</i>.</p>",English,?,763,23884,6863,393190,2020-07-08,,
50,485218,Storm in a Teacup,['Faith Wood (faithwood)'],7954,Mature,['M/M'],['Harry Potter - J. K. Rowling'],['No Archive Warnings Apply'],['Draco Malfoy/Harry Potter'],['Draco Malfoy'],"['Hogwarts Eighth Year', 'Humor', 'Romance', 'Fluff']","<p>For reasons he'd rather not think about, Draco is obsessed with Potter's hair. This cannot end well.</p>",English,?,368,24959,4094,252211,2020-07-08,,
51,10998828,"count your blessings, not your flaws",['PitViperOfDoom'],7457,Teen And Up Audiences,['M/M'],['僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],['No Archive Warnings Apply'],['Midoriya Izuku/Todoroki Shouto'],"['Midoriya Izuku', 'Todoroki Shouto', 'Uraraka Ochako', 'Iida Tenya', 'Yaoyorozu Momo', 'Asui Tsuyu', 'Sero Hanta', 'Class 1-A (My Hero Academia)', 'Yagi Toshinori | All Might']","['Misunderstandings', 'Bullying', 'Angst with a Happy Ending', 'Love Confessions', 'Emotional Hurt/Comfort', 'Mutual Pining', ""Usually Todoroki's the one whose past gets in the way of his happiness"", ""but now it's Midoriya's turn"", ""Good thing Class 1A has each other's backs""]","<p>Midoriya Izuku has never been asked out, confessed to, or flirted with, except as a joke.</p>",English,?,938,31507,5984,205538,2020-07-08,,
52,25156351,"So no sorrow, no (I cannot wait to see you)",['PersonyPepper'],1409,Teen And Up Audiences,['M/M'],['Wiedźmin | The Witcher - All Media Types'],"['Choose Not To Use Archive Warnings', 'No Archive Warnings Apply']",['Geralt z Rivii | Geralt of Rivia/Jaskier | Dandelion'],"['Geralt z Rivii | Geralt of Rivia', 'Jaskier | Dandelion', 'Roach (The Witcher)']","['Jaskier | Dandelion Loves Geralt z Rivii | Geralt of Rivia', 'Geralt z Rivii | Geralt of Rivia Loves Jaskier | Dandelion', 'Roach is So Done (The Witcher)', 'geralt wears makeup', 'and he loves it', 'Fluff', 'Light Angst', 'because jaskier be like that', 'Roach is the Best (The Witcher)', 'Established Relationship']","<p>The bard unclasps the pouch, a vial of moisturizer (scented far too strongly, he doesn’t use it around Geralt anymore), two brushes, a small jar of rouge, and another of kan-mai glint in the sun and oh Melitele, Jaskier feels like a very, very naughty boy as he opens the jar of rouge. </p><p>Geralt doesn’t fucking twitch as Jaskier drags the the brush over his slightly chapped lips, his strokes fluid motions as he paints his witcher’s lips red. He’s careful to not miss a spot and not to make a mess of it, either as he goes over parted (slightly slobbery) lips. He dabs the rouge onto Geralt’s cheekbones, just a hint of a shy blush before he sits back on his knees, entirely satisfied.</p><p>Fuck <i>him</i>, Geralt looks petty.</p>",English,?,10,68,2,345,2020-07-08,,
